,id,r1state,r1string,r2state,r2string,r3state,r3string,r4state,r4string,r5state,r5string,r6state,r6string,r7state,r7string,r8state,r8string,r3count,r5count,netprod,errprod,shiftstate,shift,ctime
202,807,1,,1,,1,,1,,1,,1,,1,,1,,0,0,0,0,0,Mavi,2022-02-02 14:09:55
203,808,1,,1,,1,,1,,1,,1,,1,,1,,0,0,0,0,1,Mavi,2022-02-02 14:10:26
204,809,1,,0,,1,,1,,1,,1,,1,,1,,0,0,0,0,1,Mavi,2022-02-02 14:10:41
205,810,1,,0,Zimpara Degisimi,1,,1,,1,,1,,1,,1,,0,0,0,0,1,Mavi,2022-02-02 14:10:53
206,811,1,,0,Robot Ayar,1,,1,,1,,1,,1,,1,,0,0,0,0,1,Mavi,2022-02-02 14:13:20
207,812,1,,0,Sensor Arizasi,1,,1,,1,,1,,1,,1,,0,0,0,0,1,Mavi,2022-02-02 14:20:54
208,813,1,,1,,1,,1,,1,,1,,1,,1,,0,0,0,0,1,Mavi,2022-02-02 14:20:58
209,814,1,,1,,1,,1,,1,,1,,1,,1,,0,0,5,1,0,Mavi,2022-02-02 14:21:29
210,815,1,,1,,1,,1,,1,,0,,1,,1,,0,0,5,1,0,Mavi,2022-02-02 14:40:54
211,816,1,,1,,1,,1,,1,,0,Sensor Arizasi,1,,1,,0,0,5,1,0,Mavi,2022-02-02 14:41:36
212,817,1,,1,,1,,1,,1,,0,Bakım Bekleme,1,,1,,0,0,5,1,0,Mavi,2022-02-02 14:41:46
213,818,1,,1,,1,,1,,1,,1,,1,,1,,0,0,5,1,0,Mavi,2022-02-02 14:43:32
